year,pop,city_st
1967,6123.8902724149775,"Swarthmore, PA"
1968,6144.053060345815,"Swarthmore, PA"
1969,6154.881718996909,"Swarthmore, PA"
1970,6156,"Swarthmore, PA"
1971,6147.431317588457,"Swarthmore, PA"
1972,6130.797736402153,"Swarthmore, PA"
1973,6108.120983682584,"Swarthmore, PA"
1974,6081.422786671247,"Swarthmore, PA"
1975,6052.724872609641,"Swarthmore, PA"
1976,6024.048968739265,"Swarthmore, PA"
1977,5997.416802301615,"Swarthmore, PA"
1978,5974.850100538189,"Swarthmore, PA"
1979,5958.370590690484,"Swarthmore, PA"
1980,5950,"Swarthmore, PA"
1981,5951.159991068362,"Swarthmore, PA"
1982,5960.871967937707,"Swarthmore, PA"
1983,5977.557270010306,"Swarthmore, PA"
1984,5999.637236688423,"Swarthmore, PA"
1985,6025.5332073743275,"Swarthmore, PA"
1986,6053.666521470285,"Swarthmore, PA"
1987,6082.458518378564,"Swarthmore, PA"
1988,6110.3305375014315,"Swarthmore, PA"
1989,6135.7039182411545,"Swarthmore, PA"
1990,6157,"Swarthmore, PA"
1991,6173.0117181380965,"Swarthmore, PA"
1992,6184.0183918470175,"Swarthmore, PA"
1993,6190.670936276194,"Swarthmore, PA"
1994,6193.62026657506,"Swarthmore, PA"
1995,6193.5172978930495,"Swarthmore, PA"
1996,6191.012945379594,"Swarthmore, PA"
1997,6186.758124184129,"Swarthmore, PA"
1998,6181.403749456086,"Swarthmore, PA"
1999,6175.600736344899,"Swarthmore, PA"
2000,6170,"Swarthmore, PA"
2001,6165.178136379252,"Swarthmore, PA"
2002,6161.414464674224,"Swarthmore, PA"
2003,6158.913984884919,"Swarthmore, PA"
2004,6157.881697011337,"Swarthmore, PA"
2005,6158.522601053475,"Swarthmore, PA"
2006,6161.0416970113365,"Swarthmore, PA"
2007,6165.6439848849195,"Swarthmore, PA"
2008,6172.534464674224,"Swarthmore, PA"
2009,6181.918136379251,"Swarthmore, PA"
2010,6194,"Swarthmore, PA"
2010,2584,"Swedesboro, NJ"
1960,3087,"Sweeny, TX"
1961,3056.3920357142856,"Sweeny, TX"
1962,3037.1129523809523,"Sweeny, TX"
1963,3028.33175,"Sweeny, TX"
1964,3029.2174285714286,"Sweeny, TX"
1965,3038.938988095238,"Sweeny, TX"
1966,3056.6654285714285,"Sweeny, TX"
1967,3081.56575,"Sweeny, TX"
1968,3112.808952380952,"Sweeny, TX"
1969,3149.5640357142856,"Sweeny, TX"
1970,3191,"Sweeny, TX"
1971,3236.143857142857,"Sweeny, TX"
1972,3283.4546666666665,"Sweeny, TX"
1973,3331.2495,"Sweeny, TX"
1974,3377.845428571429,"Sweeny, TX"
1975,3421.559523809524,"Sweeny, TX"
1976,3460.708857142857,"Sweeny, TX"
1977,3493.6105000000002,"Sweeny, TX"
1978,3518.581523809524,"Sweeny, TX"
1979,3533.9390000000003,"Sweeny, TX"
1980,3538,"Sweeny, TX"
1981,3529.7915357142856,"Sweeny, TX"
1982,3511.180380952381,"Sweeny, TX"
1983,3484.74325,"Sweeny, TX"
1984,3453.056857142857,"Sweeny, TX"
1985,3418.6979166666665,"Sweeny, TX"
1986,3384.2431428571426,"Sweeny, TX"
1987,3352.26925,"Sweeny, TX"
1988,3325.3529523809525,"Sweeny, TX"
1989,3306.070964285714,"Sweeny, TX"
1990,3297,"Sweeny, TX"
1991,3300.006,"Sweeny, TX"
1992,3314.1118095238094,"Sweeny, TX"
1993,3337.6295,"Sweeny, TX"
1994,3368.871142857143,"Sweeny, TX"
1995,3406.1488095238096,"Sweeny, TX"
1996,3447.7745714285716,"Sweeny, TX"
1997,3492.0605,"Sweeny, TX"
1998,3537.3186666666666,"Sweeny, TX"
1999,3581.861142857143,"Sweeny, TX"
2000,3624,"Sweeny, TX"
2001,3662.189464285714,"Sweeny, TX"
2002,3695.4523809523807,"Sweeny, TX"
2003,3722.95375,"Sweeny, TX"
2004,3743.8585714285714,"Sweeny, TX"
2005,3757.3318452380954,"Sweeny, TX"
2006,3762.5385714285712,"Sweeny, TX"
2007,3758.64375,"Sweeny, TX"
2008,3744.812380952381,"Sweeny, TX"
2009,3720.209464285714,"Sweeny, TX"
2010,3684,"Sweeny, TX"
1970,3357,"Sweetwater, FL"
1971,3612.0225,"Sweetwater, FL"
1972,3935.408888888889,"Sweetwater, FL"
1973,4321.054166666667,"Sweetwater, FL"
1974,4762.8533333333335,"Sweetwater, FL"
1975,5254.701388888889,"Sweetwater, FL"
1976,5790.493333333334,"Sweetwater, FL"
1977,6364.1241666666665,"Sweetwater, FL"
1978,6969.488888888889,"Sweetwater, FL"
1979,7600.4825,"Sweetwater, FL"
1980,8251,"Sweetwater, FL"
1981,8914.3585,"Sweetwater, FL"
1982,9581.563555555556,"Sweetwater, FL"
1983,10243.042833333333,"Sweetwater, FL"
1984,10889.224,"Sweetwater, FL"
1985,11510.534722222223,"Sweetwater, FL"
1986,12097.402666666667,"Sweetwater, FL"
1987,12640.2555,"Sweetwater, FL"
1988,13129.520888888888,"Sweetwater, FL"
1989,13555.626499999998,"Sweetwater, FL"
1990,13909,"Sweetwater, FL"
1991,14182.9585,"Sweetwater, FL"
1992,14382.376888888888,"Sweetwater, FL"
1993,14515.0195,"Sweetwater, FL"
1994,14588.650666666666,"Sweetwater, FL"
1995,14611.034722222223,"Sweetwater, FL"
1996,14589.936,"Sweetwater, FL"
1997,14533.118833333334,"Sweetwater, FL"
1998,14448.347555555556,"Sweetwater, FL"
1999,14343.3865,"Sweetwater, FL"
2000,14226,"Sweetwater, FL"
2001,14103.3745,"Sweetwater, FL"
2002,13980.38488888889,"Sweetwater, FL"
2003,13861.328166666666,"Sweetwater, FL"
2004,13750.501333333334,"Sweetwater, FL"
2005,13652.201388888889,"Sweetwater, FL"
2006,13570.725333333334,"Sweetwater, FL"
2007,13510.370166666668,"Sweetwater, FL"
2008,13475.432888888889,"Sweetwater, FL"
2009,13470.2105,"Sweetwater, FL"
2010,13499,"Sweetwater, FL"
2000,4197,"Sykesville, MD"
2001,4220.9,"Sykesville, MD"
2002,4244.8,"Sykesville, MD"
2003,4268.7,"Sykesville, MD"
2004,4292.6,"Sykesville, MD"
2005,4316.5,"Sykesville, MD"
2006,4340.4,"Sykesville, MD"
2007,4364.3,"Sykesville, MD"
2008,4388.2,"Sykesville, MD"
2009,4412.1,"Sykesville, MD"
2010,4436,"Sykesville, MD"
1890,36006,"Tacoma, WA"
1891,31675.76213257036,"Tacoma, WA"
1892,28551.42956901397,"Tacoma, WA"
1893,26555.874309330833,"Tacoma, WA"
1894,25611.96835352095,"Tacoma, WA"
1895,25642.583701584324,"Tacoma, WA"
1896,26570.592353520948,"Tacoma, WA"
1897,28318.866309330828,"Tacoma, WA"
1898,30810.27756901396,"Tacoma, WA"
1899,33967.69813257035,"Tacoma, WA"
1900,37714,"Tacoma, WA"
1901,41965.20084091557,"Tacoma, WA"
1902,46609.90100338044,"Tacoma, WA"
1903,51529.84650507066,"Tacoma, WA"
1904,56606.78336366228,"Tacoma, WA"
1905,61722.457596831344,"Tacoma, WA"
1906,66758.6152222539,"Tacoma, WA"
1907,71597.002257606,"Tacoma, WA"
1908,76119.36472056368,"Tacoma, WA"
1909,80207.44862880299,"Tacoma, WA"
1910,83743,"Tacoma, WA"
1911,86642.03650376736,"Tacoma, WA"
1912,88957.66241746426,"Tacoma, WA"
1913,90777.2536703865,"Tacoma, WA"
1914,92188.18619182991,"Tacoma, WA"
1915,93277.8359110903,"Tacoma, WA"
1916,94133.57875746345,"Tacoma, WA"
1917,94842.79066024518,"Tacoma, WA"
1918,95492.84754873131,"Tacoma, WA"
1919,96171.12535221764,"Tacoma, WA"
1920,96965,"Tacoma, WA"
1921,97938.18014401499,"Tacoma, WA"
1922,99059.70532676252,"Tacoma, WA"
1923,100274.94781338329,"Tacoma, WA"
1924,101529.27986901804,"Tacoma, WA"
1925,102768.07375880747,"Tacoma, WA"
1926,103936.70174789231,"Tacoma, WA"
1927,104980.53610141326,"Tacoma, WA"
1928,105844.94908451106,"Tacoma, WA"
1929,106475.3129623264,"Tacoma, WA"
1930,106817,"Tacoma, WA"
1931,106842.4519201727,"Tacoma, WA"
1932,106632.38827548569,"Tacoma, WA"
1933,106294.59807608032,"Tacoma, WA"
1934,105936.87033209791,"Tacoma, WA"
1935,105666.9940536798,"Tacoma, WA"
1936,105592.7582509673,"Tacoma, WA"
1937,105821.95193410174,"Tacoma, WA"
1938,106462.36411322445,"Tacoma, WA"
1939,107621.78379847677,"Tacoma, WA"
1940,109408,"Tacoma, WA"
1941,111887.01717529426,"Tacoma, WA"
1942,114957.70157129475,"Tacoma, WA"
1943,118477.13488229545,"Tacoma, WA"
1944,122302.39880259032,"Tacoma, WA"
1945,126290.57502647335,"Tacoma, WA"
1946,130298.74524823851,"Tacoma, WA"
1947,134183.9911621798,"Tacoma, WA"
1948,137803.39446259112,"Tacoma, WA"
1949,141014.03684376655,"Tacoma, WA"
1950,143673,"Tacoma, WA"
1951,145676.86637865027,"Tacoma, WA"
1952,147080.22143933532,"Tacoma, WA"
1953,147977.1513947379,"Tacoma, WA"
1954,148461.74245754082,"Tacoma, WA"
1955,148628.08084042685,"Tacoma, WA"
1956,148570.2527560787,"Tacoma, WA"
1957,148382.34441717918,"Tacoma, WA"
1958,148158.44203641103,"Tacoma, WA"
1959,147992.63182645704,"Tacoma, WA"
1960,147979,"Tacoma, WA"
1961,148189.12831010466,"Tacoma, WA"
1962,148604.58067136398,"Tacoma, WA"
1963,149184.4165387529,"Tacoma, WA"
1964,149887.69536724637,"Tacoma, WA"
1965,150673.47661181932,"Tacoma, WA"
1966,151500.81972744674,"Tacoma, WA"
1967,152328.78416910357,"Tacoma, WA"
1968,153116.42939176474,"Tacoma, WA"
1969,153822.81485040524,"Tacoma, WA"
1970,154407,"Tacoma, WA"
1971,154842.02438093105,"Tacoma, WA"
1972,155156.84787520874,"Tacoma, WA"
1973,155394.4104502505,"Tacoma, WA"
1974,155597.6520734737,"Tacoma, WA"
1975,155809.51271229584,"Tacoma, WA"
1976,156072.93233413433,"Tacoma, WA"
1977,156430.85090640656,"Tacoma, WA"
1978,156926.20839652995,"Tacoma, WA"
1979,157601.94477192196,"Tacoma, WA"
1980,158501,"Tacoma, WA"
1981,159653.75716617113,"Tacoma, WA"
1982,161040.37182780108,"Tacoma, WA"
1983,162628.44266024517,"Tacoma, WA"
1984,164385.5683388588,"Tacoma, WA"
1985,166279.34753899727,"Tacoma, WA"
1986,168277.37893601597,"Tacoma, WA"
1987,170347.26120527025,"Tacoma, WA"
1988,172456.5930221154,"Tacoma, WA"
1989,174572.9730619069,"Tacoma, WA"
1990,176664,"Tacoma, WA"
1991,178701.7769543844,"Tacoma, WA"
1992,180676.42481358693,"Tacoma, WA"
1993,182582.5689087688,"Tacoma, WA"
1994,184414.8345710911,"Tacoma, WA"
1995,186167.84713171507,"Tacoma, WA"
1996,187836.2319218018,"Tacoma, WA"
1997,189414.61427251252,"Tacoma, WA"
1998,190897.61951500835,"Tacoma, WA"
1999,192279.87298045045,"Tacoma, WA"
2000,193556,"Tacoma, WA"
2001,194719.72501629128,"Tacoma, WA"
2002,195761.16891785117,"Tacoma, WA"
2003,196669.55170467967,"Tacoma, WA"
2004,197434.09337677676,"Tacoma, WA"
2005,198044.01393414248,"Tacoma, WA"
2006,198488.53337677676,"Tacoma, WA"
2007,198756.87170467968,"Tacoma, WA"
2008,198838.2489178512,"Tacoma, WA"
2009,198721.8850162913,"Tacoma, WA"
2010,198397,"Tacoma, WA"
1940,2686,"Taft, TX"
1941,2673.7937596153847,"Taft, TX"
1942,2673.100905982906,"Taft, TX"
1943,2683.054439102564,"Taft, TX"
1944,2702.787358974359,"Taft, TX"
1945,2731.4326655982904,"Taft, TX"
1946,2768.123358974359,"Taft, TX"
1947,2811.9924391025643,"Taft, TX"
1948,2862.172905982906,"Taft, TX"
1949,2917.7977596153846,"Taft, TX"
1950,2978,"Taft, TX"
1951,3041.7345884615384,"Taft, TX"
1952,3107.2443316239314,"Taft, TX"
1953,3172.5939974358976,"Taft, TX"
1954,3235.8483538461537,"Taft, TX"
1955,3295.0721688034187,"Taft, TX"
1956,3348.3302102564103,"Taft, TX"
1957,3393.687246153846,"Taft, TX"
1958,3429.2080444444446,"Taft, TX"
1959,3452.957373076923,"Taft, TX"
1960,3463,"Taft, TX"
1961,3458.2908865384616,"Taft, TX"
1962,3441.3457675213676,"Taft, TX"
1963,3415.5705711538462,"Taft, TX"
1964,3384.371225641026,"Taft, TX"
1965,3351.153659188034,"Taft, TX"
1966,3319.3238,"Taft, TX"
1967,3292.2875762820513,"Taft, TX"
1968,3273.450916239316,"Taft, TX"
1969,3266.219748076923,"Taft, TX"
1970,3274,"Taft, TX"
1971,3298.9568653846154,"Taft, TX"
1972,3338.292598290598,"Taft, TX"
1973,3387.9687179487178,"Taft, TX"
1974,3443.9467435897436,"Taft, TX"
1975,3502.1881944444444,"Taft, TX"
1976,3558.65458974359,"Taft, TX"
1977,3609.307448717949,"Taft, TX"
1978,3650.1082905982903,"Taft, TX"
1979,3677.0186346153846,"Taft, TX"
1980,3686,"Taft, TX"
1981,3674.3346519230768,"Taft, TX"
1982,3644.5878393162393,"Taft, TX"
1983,3600.645557051282,"Taft, TX"
1984,3546.3938,"Taft, TX"
1985,3485.7185630341883,"Taft, TX"
1986,3422.505841025641,"Taft, TX"
1987,3360.6416288461537,"Taft, TX"
1988,3304.0119213675216,"Taft, TX"
1989,3256.5027134615384,"Taft, TX"
1990,3222,"Taft, TX"
1991,3203.338526923077,"Taft, TX"
1992,3199.1480444444446,"Taft, TX"
